delayed,purchase_hour,purchase_weekday,purchase_month,approval_lag_hours,price,freight_value,num_items,customer_state,seller_state
0,18,5,1,60.735277777777775,89.18,12.96,1,SP,SP
0,15,0,6,0.5991666666666666,879.77,19.5,1,MG,MG
0,20,6,9,0.2044444444444444,254.9,37.8,1,PE,SP
0,9,3,12,0.1463888888888889,130.0,19.15,1,MS,PR
0,17,6,3,34.62972222222222,137.98,17.81,1,RS,SP
0,1,6,8,0.2408333333333333,35.9,12.91,1,SP,SP
0,19,1,11,7.2875,150.0,26.16,2,SP,SP
0,9,2,4,0.3177777777777777,26.0,9.44,1,SP,SP
0,0,4,2,25.68027777777778,29.99,14.1,1,RJ,SP
0,15,4,2,0.2169444444444444,238.9,23.96,1,RS,SP
1,14,3,3,11.42361111111111,99.9,17.95,1,MG,SP
0,18,1,9,0.2252777777777777,219.0,32.28,1,MG,SP
0,23,1,1,34.19222222222222,49.0,25.63,1,PA,SP
0,19,5,1,0.1958333333333333,168.99,9.75,1,SP,SP
0,21,6,10,0.2222222222222222,59.9,14.13,1,SP,SP
0,16,5,3,0.3325,34.3,18.23,1,RJ,SP
0,23,2,1,0.8602777777777778,59.99,16.86,1,BA,SP
0,11,0,8,0.2836111111111111,115.0,13.83,1,SP,SP
0,11,2,5,0.7233333333333334,26.9,7.78,1,SP,SP
0,10,2,1,0.1891666666666666,31.9,14.1,1,RJ,MG
0,0,3,12,0.8288888888888889,49.9,8.72,1,SP,SP
0,12,3,8,0.9686111111111112,55.0,18.49,1,SP,PR
0,9,1,2,45.95,30.5,7.78,1,SP,SP
0,19,0,12,0.2541666666666666,19.9,14.1,1,SP,PR
0,14,0,11,36.547777777777775,79.0,17.83,1,PE,SP
0,11,0,6,0.4788888888888888,84.89,19.28,1,PI,DF
0,14,4,11,2.1675,229.99,17.24,1,SP,SP
0,21,6,8,0.1980555555555555,70.0,27.66,2,SP,SP
0,12,6,2,0.2561111111111111,59.8,127.22,2,MT,SP
0,19,5,3,0.1647222222222222,46.99,7.39,1,SP,SP
0,20,2,7,0.5002777777777778,218.96999999999997,90.93,3,SP,RJ
0,9,5,12,0.3452777777777778,132.8,27.69,2,MG,MG
0,0,6,11,0.2130555555555555,919.99,71.53,1,RJ,SP
0,20,6,2,0.4,199.9,38.95,1,PB,RJ
0,15,5,2,0.6405555555555555,6.9,10.96,1,SP,SP
1,15,2,8,0.2497222222222222,78.9,19.74,1,PR,SP
0,18,1,8,8.561944444444444,68.9,14.06,1,SP,SP
0,4,1,5,1.2508333333333332,156.0,18.97,1,MG,SP
0,14,6,4,51.115833333333335,21.89,19.04,1,ES,DF
0,17,2,2,9.614444444444445,44.9,9.09,1,SP,SP
0,13,1,8,0.3383333333333333,200.0,20.59,1,MG,SP
0,14,2,3,0.6630555555555555,53.7,38.37,3,SP,SP
1,13,1,2,21.280833333333337,199.0,16.14,1,GO,SP
0,22,0,2,23.92222222222222,117.9,14.58,1,SP,RJ
0,16,2,7,0.1872222222222222,70.24,32.22,2,SP,SP
0,10,2,8,16.405,126.99,18.0,1,GO,SP
0,22,1,5,0.3036111111111111,269.99,64.63,1,SP,SP
0,14,1,1,0.1922222222222222,25.0,14.11,1,MG,SP
0,12,1,7,41.4925,23.9,7.43,1,SP,SP
0,7,0,10,0.2502777777777777,174.9,46.81,1,PA,SP
0,14,6,2,0.2119444444444444,325.0,19.55,1,CE,SP
0,23,4,10,0.2055555555555555,45.9,16.92,1,BA,SP
0,10,4,11,1.5638888888888889,89.9,17.88,1,RJ,SP
0,13,2,6,0.2125,36.9,16.11,1,MG,SP
0,16,0,4,13.901944444444444,39.99,18.23,1,ES,SP
0,10,2,10,121.09055555555555,19.9,11.85,1,SP,SP
0,14,1,10,0.2825,56.99,12.74,1,SP,SP
0,16,2,2,10.2425,119.8,27.16,1,PR,SP
0,14,0,1,0.2977777777777777,14.67,17.63,1,PE,SP
0,18,6,2,0.2383333333333333,34.9,15.11,1,GO,SP
0,19,4,5,0.2797222222222222,35.9,18.23,1,RJ,MG
0,11,6,8,40.865,66.9,11.97,1,SP,SP
0,11,4,1,23.8175,45.0,12.48,1,SP,PR
0,8,0,5,0.2883333333333333,74.99,18.1,1,DF,SP
0,10,0,9,17.8975,64.89,13.47,1,SP,SP
0,15,1,8,59.73555555555556,22.9,19.99,1,MG,MG
0,14,6,8,0.2525,1400.0,74.76,2,SP,RS
0,7,3,10,18.850833333333338,17.9,15.1,1,RS,SP
0,18,6,8,0.1922222222222222,295.0,73.66,1,BA,PR
0,15,4,1,0.4130555555555555,35.9,16.11,1,SP,SC
0,9,3,12,0.12,113.0,18.04,1,MG,SP
1,14,1,12,0.1894444444444444,29.99,16.79,1,BA,SP
0,23,5,5,0.1791666666666666,18.99,7.78,1,SP,SP
0,16,2,1,10.794444444444444,19.9,15.1,1,RJ,SP
0,14,2,5,36.35305555555556,139.9,12.48,1,SP,SP
0,13,2,11,0.1805555555555555,47.6,28.2,2,DF,MG
0,11,5,5,1.093888888888889,110.99,16.41,1,SP,SP
0,20,0,6,7.378333333333333,75.0,27.51,1,ES,SP
0,19,3,7,151.67111111111112,79.11,35.9,1,RS,SP
0,18,3,6,0.3438888888888889,39.99,14.59,1,SP,SP
0,0,4,2,20.148055555555555,98.97,74.69999999999999,3,PB,SP
0,8,4,6,19.879444444444445,32.99,15.1,1,MG,SP
0,10,3,5,0.3516666666666667,55.0,17.1,1,RJ,SP
0,23,6,1,17.539444444444445,74.99,11.73,1,SP,SP
0,23,1,10,0.2422222222222222,149.99,14.07,1,SP,SP
0,18,4,8,9.744722222222222,199.0,25.74,1,RN,SP
0,11,4,4,0.3658333333333333,319.9,24.74,1,MA,SP
0,11,4,3,14.765555555555556,27.9,7.87,1,SP,SP
0,20,0,4,0.1797222222222222,89.18,12.01,1,SP,SP
1,10,2,11,2.814722222222222,29.9,14.1,1,SP,RJ
0,18,1,3,0.0,17.99,14.52,1,MG,SP
0,9,6,10,16.594166666666666,159.99,27.97,1,AC,SP
0,7,0,11,0.1691666666666666,39.9,22.67,1,CE,GO
0,15,5,12,0.2072222222222222,86.99,16.37,1,SC,SP
0,13,2,4,0.2405555555555555,151.9,27.14,1,MG,SP
0,13,6,10,0.2472222222222222,41.0,11.85,1,SP,SP
0,17,4,7,0.1297222222222222,11.9,12.48,1,SP,PR
0,14,3,5,35.312777777777775,39.0,20.8,1,PE,MG
0,16,1,8,0.5786111111111111,646.2,28.83,1,SP,SP
0,18,0,1,0.5833333333333334,38.9,8.72,1,SP,SP
0,13,1,7,0.1855555555555555,19.2,15.1,1,MG,SP
0,12,1,7,38.409166666666664,195.9,17.13,1,SC,SP
0,22,4,3,0.7836111111111111,17.8,7.87,1,SP,SP
1,18,5,4,0.3133333333333333,21.99,15.56,1,RJ,SP
0,18,3,8,0.2055555555555555,69.0,14.23,1,DF,SP
0,15,3,6,0.4436111111111111,35.0,18.35,1,RS,SP
0,16,3,6,12.32611111111111,109.9,12.72,1,SP,SP
0,10,1,7,1.387222222222222,129.97,17.1,1,DF,MG
0,20,3,8,0.2294444444444444,78.0,7.81,1,SP,SP
0,21,4,2,0.2291666666666666,39.99,15.1,1,GO,SP
0,23,1,4,0.2283333333333333,89.99,16.78,1,SP,SP
0,15,1,7,0.2380555555555555,105.9,17.99,1,RJ,SP
0,8,2,1,1.6405555555555555,94.9,16.42,1,RJ,MG
0,10,4,6,90.19722222222222,84.9,16.35,1,RJ,SP
0,15,1,1,68.7088888888889,84.99,19.13,1,CE,SP
1,19,4,2,19.03638888888889,99.8,39.18,2,BA,SP
0,21,1,7,0.3197222222222222,99.0,18.74,1,RS,RS
0,20,1,8,0.7591666666666667,30.0,23.01,1,PR,SP
0,10,1,2,0.2055555555555555,84.44,19.83,1,RJ,SC
0,10,1,4,24.274722222222223,19.9,18.23,1,RS,PR
0,11,3,5,17.053333333333335,99.9,0.0,1,SP,SP
0,14,4,8,0.2188888888888888,120.0,8.1,1,SP,SP
0,22,5,7,0.1947222222222222,35.0,19.16,1,CE,SP
0,18,2,2,0.2044444444444444,78.98,16.54,2,SP,SP
0,13,2,8,0.1994444444444444,79.9,25.11,1,RN,SP
0,20,5,10,0.2247222222222222,483.82,34.900000000000006,2,SP,MG
0,16,6,7,127.16444444444444,24.53,15.27,1,ES,SP
0,10,4,8,0.1655555555555555,11.35,7.39,1,SP,SP
0,12,1,4,0.3883333333333333,251.9,20.73,1,SC,SP
1,18,2,3,35.965,269.0,19.76,1,RJ,SP
0,16,0,7,0.3230555555555555,341.40999999999997,24.83,2,SP,PR
0,11,5,8,0.2397222222222222,95.15,11.87,1,SP,SP
0,21,3,10,0.235,179.99,26.88,1,MG,MG
0,17,2,8,0.2744444444444444,169.99,28.57,1,RJ,PR
0,12,4,3,75.51694444444445,79.99,8.91,1,SP,SP
0,20,5,11,58.50416666666667,72.99,28.91,1,PA,SP
0,23,2,1,0.1941666666666666,349.99,18.7,1,MG,RJ
0,18,4,8,0.2311111111111111,40.0,17.63,1,PA,SP
0,13,0,4,51.60611111111111,102.0,22.42,1,BA,SP
0,20,2,4,0.4058333333333333,84.99,18.17,1,RS,SP
0,14,0,3,0.0,18.99,20.4,1,BA,SP
0,23,2,6,0.1891666666666666,349.9,18.21,1,SP,RJ
0,10,4,6,0.3508333333333333,118.99,18.71,1,RS,SP
0,22,2,4,0.2166666666666666,154.19,15.25,1,RS,PR
0,0,5,10,0.21,69.9,12.83,1,SP,SP
0,11,6,11,0.1511111111111111,149.9,23.92,1,MG,SC
0,21,1,10,0.3161111111111111,49.99,8.9,1,RJ,RJ
0,15,4,3,0.1738888888888889,48.0,45.7,2,RO,SP
0,22,3,2,0.2233333333333333,47.91,7.78,1,SP,SP
0,12,0,8,3.164722222222222,42.93,7.56,1,SP,SP
0,0,5,7,0.2302777777777777,89.9,17.07,1,SC,MG
0,13,6,8,41.41944444444445,80.94,90.6,6,GO,SP
0,16,1,2,0.2725,91.8,33.58,2,BA,SP
0,21,5,11,0.2861111111111111,78.98,39.48,1,RS,SP
0,13,6,4,0.2419444444444444,46.86,14.52,1,RS,SC
0,21,5,12,60.78611111111111,1099.9,16.91,1,SP,SP
0,16,5,8,0.2355555555555555,59.9,16.18,1,PR,SC
0,16,0,12,10.725277777777778,99.9,25.54,1,MG,SP
0,18,0,4,24.751666666666665,300.0,30.46,1,BA,SP
1,17,3,12,106.70722222222224,89.99,45.09,1,SP,MG
0,21,5,3,54.98194444444445,29.99,8.88,1,SP,SP
0,22,0,7,0.2361111111111111,49.99,19.54,1,SC,SP
0,13,6,3,0.0,29.8,35.56,2,SP,GO
0,21,1,5,0.2797222222222222,115.0,11.9,1,GO,GO
0,15,3,12,23.036666666666665,95.9,18.98,1,SP,SP
0,13,4,12,13.038055555555555,29.99,14.1,1,MG,SP
0,18,4,3,0.2838888888888889,150.0,43.22,2,RJ,SP
0,20,6,6,0.2763888888888889,53.0,23.09,1,SP,SP
0,14,1,6,11.819444444444445,124.9,17.06,1,RS,PR
0,15,2,2,0.3047222222222222,39.99,8.72,1,SP,SP
0,18,6,8,0.1866666666666666,124.95,14.46,1,SP,SP
0,19,2,6,23.87527777777778,33.8,25.57,2,SP,SP
0,17,5,12,0.2036111111111111,25.9,8.27,1,PR,PR
0,16,5,4,58.781666666666666,333.96,31.72,4,SP,SP
1,15,5,11,47.954166666666666,119.97,46.31,3,GO,SP
0,23,3,4,0.2072222222222222,27.99,18.23,1,RJ,SP
0,16,1,8,11.368611111111113,42.93,7.56,1,SP,SP
0,18,5,9,0.2869444444444444,139.8,35.48,2,MG,SP
0,22,0,3,0.2755555555555555,58.99,11.15,1,SP,SP
0,22,0,4,31.80527777777778,129.98,62.2,1,DF,SP
0,16,4,2,0.2861111111111111,90.0,8.37,1,SP,SP
0,14,2,3,1.2647222222222223,66.99,24.67,1,PE,MG
0,20,2,1,29.661944444444444,54.9,12.63,1,SC,SC
0,12,4,2,14.726944444444444,21.9,11.85,1,SP,SP
0,16,0,5,1.4147222222222222,77.98,8.9,1,SP,SP
0,13,0,5,1.9266666666666667,204.9,27.98,1,BA,PR
0,15,0,12,1.5652777777777778,84.9,18.16,1,RJ,PR
0,10,2,5,0.2019444444444444,63.87,13.81,1,SP,SP
0,11,3,7,0.1066666666666666,205.0,15.04,1,SP,SP
0,22,2,7,18.128888888888888,120.0,21.5,1,SP,SP
0,9,0,2,0.7372222222222222,249.9,9.94,1,SP,SP
1,21,0,1,0.1875,24.99,11.85,1,SP,SP
0,19,1,2,0.1905555555555555,739.9,21.92,1,SP,MG
0,0,5,8,0.1925,18.99,15.1,1,ES,SP
0,14,1,5,0.2058333333333333,139.9,24.54,1,SP,SP
0,9,0,1,0.2577777777777778,373.96,30.08,2,MG,MG
0,10,2,7,0.275,770.0,91.24,1,PI,SP
0,21,3,7,0.1494444444444444,110.0,22.7,1,BA,SP
0,20,6,9,0.1941666666666666,18.9,15.1,1,RS,PR
0,18,5,2,0.1705555555555555,139.9,45.06,1,MS,MG
0,20,6,12,0.1819444444444444,259.0,22.3,1,MG,SP
1,18,4,5,0.2902777777777778,37.99,19.04,1,CE,SP
0,15,0,12,12.581944444444444,109.9,12.27,1,SP,SP
0,19,1,5,0.3980555555555555,119.99,15.72,1,RJ,MG
0,15,2,6,0.3244444444444444,59.9,14.13,1,SP,SP
0,8,4,4,24.25638888888889,54.4,16.35,1,RJ,SP
0,22,3,7,0.1619444444444444,374.4,49.82,2,SP,SP
0,12,6,12,0.1547222222222222,105.0,21.57,1,SP,RS
0,15,3,7,35.005,783.6,75.76,4,RJ,PR
0,20,3,8,24.0425,187.2,24.11,1,RS,SP
0,16,3,3,1.2080555555555557,170.0,19.07,1,MG,SP
0,16,3,6,0.4883333333333333,99.0,8.46,1,SP,SP
0,8,2,4,2.2205555555555554,41.76,19.32,1,PR,SP
0,17,2,8,0.2888888888888888,1200.0,50.81,1,PA,BA
0,9,0,4,0.1686111111111111,79.9,13.92,1,SP,SP
0,13,4,4,0.3008333333333333,249.0,18.65,1,SP,SP
0,15,6,2,0.2852777777777778,79.9,26.88,1,SC,SP
0,10,3,3,0.2286111111111111,134.9,29.34,1,TO,SP
0,19,3,5,24.051666666666662,104.9,19.7,1,MG,RJ
0,21,3,8,0.2191666666666666,340.0,18.82,1,RJ,SC
0,15,5,12,0.1438888888888889,37.5,16.11,1,SC,SP
0,12,4,12,87.45444444444445,84.99,16.35,1,SC,SP
0,14,2,8,0.2108333333333333,319.0,24.51,1,DF,PR
0,10,1,8,0.2055555555555555,749.0,55.96,1,MA,RJ
0,22,1,8,0.2027777777777777,79.95,17.81,1,SC,SP
0,13,5,3,0.2477777777777778,8.9,11.85,1,SP,SP
0,15,2,5,0.2616666666666666,79.9,7.42,1,SP,SP
0,12,0,7,0.2561111111111111,24.9,7.43,1,SP,SP
0,19,3,1,0.3355555555555555,92.0,63.16,4,RJ,PR
0,17,3,8,33.6275,189.0,20.99,1,RS,SP
0,20,5,1,0.1522222222222222,41.8,18.68,2,SP,SP
0,22,5,6,24.142777777777777,56.1,19.58,1,RJ,SP
0,11,5,7,0.1972222222222222,79.8,32.22,2,SP,RJ
0,10,4,2,16.180833333333332,29.45,12.48,1,MG,MG
0,7,4,3,0.1358333333333333,199.0,19.67,1,SP,MG
0,21,5,6,0.3455555555555555,64.99,27.51,1,PR,MA
0,17,5,6,0.1652777777777777,43.0,12.79,1,SP,SP
0,13,4,7,21.775555555555556,69.99,22.77,1,TO,RJ
0,17,1,2,0.3869444444444444,104.0,15.48,1,SP,SC
1,10,1,8,0.3002777777777777,149.9,15.8,1,ES,SP
1,18,6,3,0.2891666666666667,115.0,14.56,1,MG,SP
0,8,4,8,93.24166666666666,62.8,25.72,1,CE,SP
0,9,3,6,19.5975,110.32,18.87,1,SC,SP
0,19,6,6,0.2111111111111111,80.0,14.65,1,SP,SP
0,14,4,7,0.2533333333333333,249.99,14.05,1,SP,SP
0,13,5,7,0.1783333333333333,284.9,44.22,1,SP,SP
0,8,5,8,23.845555555555556,24.99,7.44,1,SP,SP
0,6,3,5,0.6922222222222222,105.0,9.85,1,MG,RJ
0,21,4,9,29.93,69.99,11.73,1,SP,SP
0,15,4,4,99.17277777777778,29.99,18.23,1,MG,SP
1,21,0,1,23.933888888888887,169.9,17.44,1,SP,SC
0,13,0,2,37.742222222222225,21.99,16.05,1,MS,SP
0,18,1,5,9.09722222222222,66.3,15.34,1,ES,SP
0,21,3,8,0.1672222222222222,18.9,12.79,1,SP,SP
0,13,3,4,0.2844444444444444,35.0,14.52,1,MG,SP
0,6,4,7,0.1630555555555555,54.0,16.14,1,RS,SP
0,7,0,4,23.935,71.96,148.16,4,PE,SP
0,16,4,1,0.2586111111111111,117.8,28.26,2,SP,SP
0,13,4,10,85.77555555555556,62.9,17.69,1,RJ,MG
0,20,6,7,31.2525,87.47,12.32,1,RS,RS
0,20,5,4,0.3280555555555555,29.9,18.23,1,PR,SP
0,19,1,7,0.255,130.0,23.71,1,RJ,SP
0,19,0,4,0.2236111111111111,79.0,14.31,1,RJ,SP
0,22,4,11,3.093611111111111,189.9,34.6,1,SP,SP
0,10,0,1,20.468888888888888,359.6,61.52,4,SP,SP
0,19,4,11,1.2758333333333334,165.9,31.91,1,SC,PR
0,15,5,11,61.10888888888889,114.0,38.35,1,MT,RS
0,1,6,3,0.0,74.69999999999999,43.56,3,MG,SP
1,10,3,8,1.176388888888889,459.0,17.97,1,GO,SP
0,23,1,8,0.2611111111111111,719.9,23.14,1,MG,SP
0,20,2,8,0.2130555555555555,56.99,7.78,1,SP,SP
0,21,5,3,0.6175,37.0,15.1,1,ES,SP
0,10,4,9,0.1891666666666666,59.9,15.17,1,PR,SP
1,20,2,2,0.335,122.9,13.2,1,SP,SP
0,22,6,5,12.257222222222222,13.77,13.71,1,RJ,SP
0,21,1,10,5.171111111111111,45.9,8.27,1,SP,SP
0,10,0,3,18.035,29.9,7.71,1,SP,SP
1,10,1,8,0.2183333333333333,839.0,23.08,1,SP,SP
0,12,3,1,0.3375,23.7,8.72,1,SP,SP
0,19,3,4,38.634166666666665,89.9,16.33,1,RS,SP
0,19,5,7,0.2030555555555555,199.9,21.89,1,MG,SP
0,16,3,6,0.1811111111111111,239.8,36.18,2,MS,SP
0,17,0,1,0.2019444444444444,149.8,19.29,1,DF,MT
0,17,2,10,0.2822222222222222,117.3,21.66,1,DF,SP
0,19,5,7,0.1930555555555555,22.9,18.26,1,MG,SP
0,21,1,2,0.1611111111111111,29.98,7.78,1,SP,SP
0,17,1,9,24.215,999.0,56.86,1,RJ,PR
0,22,0,7,0.2591666666666666,26.0,18.28,1,RJ,SP
0,10,1,5,0.1752777777777777,64.99,11.95,1,SP,SP
0,18,6,9,33.56472222222222,149.9,18.3,1,ES,SP
0,10,6,11,24.19361111111111,229.0,18.85,1,MG,SP
0,12,5,6,0.3163888888888889,149.97,17.02,1,SP,MG
0,0,0,2,0.2216666666666666,49.9,13.37,1,SP,SP
0,21,6,6,24.020833333333332,56.0,11.89,1,SP,SP
1,16,3,5,8.41388888888889,34.99,8.29,1,SP,SP
0,11,1,8,0.4597222222222222,108.33,14.63,1,DF,GO
0,14,4,9,85.54305555555555,59.9,17.67,1,RJ,SP
0,11,6,11,48.95194444444444,166.0,49.56,3,RS,SP
1,13,6,2,0.3097222222222222,56.99,16.16,1,ES,SP
0,11,0,7,3.140555555555556,349.99,105.84,1,MG,SP
0,15,2,8,16.926111111111112,219.0,69.82,1,SE,PR
0,14,3,6,0.4222222222222222,49.99,11.37,1,SP,SP
0,17,4,2,0.2266666666666666,105.0,16.49,1,SP,MG
0,15,1,6,23.92861111111111,1199.0,25.1,1,SP,SP
0,21,5,10,0.2894444444444444,49.99,21.18,1,SP,SP
0,15,1,11,0.2275,24.99,15.1,1,SC,SP
0,21,3,8,0.1813888888888888,67.0,7.89,1,RJ,RJ
0,16,1,5,0.7908333333333334,199.9,20.37,1,SP,RS
0,11,5,3,25.24,89.9,19.95,1,BA,MG
0,21,1,2,24.10861111111111,45.78,90.66,6,PR,SP
0,16,3,6,0.2452777777777778,110.0,18.65,1,MG,SP
0,20,6,1,0.3055555555555556,72.0,16.75,1,MG,SP
0,15,2,10,0.1308333333333333,219.99,14.09,1,SP,SP
0,10,0,2,0.3441666666666667,149.0,18.66,1,PR,PR
0,9,2,4,0.3772222222222222,639.0,11.34,1,SP,SP
1,0,2,12,0.1625,149.8,32.56,2,RJ,SP
0,19,0,2,1.1572222222222222,14.7,15.1,1,ES,SP
0,23,5,2,52.6975,37.99,18.63,1,RJ,SP
0,15,6,6,36.28472222222222,19.9,15.1,1,RJ,SP
0,9,2,3,0.3572222222222222,20.9,18.23,1,RS,SP
0,1,2,8,0.1261111111111111,46.0,15.42,1,RJ,SP
0,20,3,1,31.951944444444443,29.99,17.19,1,RS,SP
0,6,4,5,0.2644444444444444,49.9,12.79,1,SP,SP
0,10,3,2,0.2663888888888889,17.99,8.72,1,SP,SP
0,18,6,5,14.415555555555557,179.9,15.49,1,PE,PE
1,12,4,2,0.3319444444444444,179.9,21.75,1,RJ,SP
0,15,1,10,26.066111111111113,119.8,29.74,2,SC,PR
1,16,1,1,0.385,210.0,17.1,1,SP,SP
0,0,0,11,0.27,219.98,33.06,2,ES,SP
0,13,2,4,0.4158333333333333,43.5,12.79,1,SP,SP
0,19,5,6,0.3644444444444444,118.5,21.25,1,SP,SP
0,15,0,6,13.248333333333331,17.0,13.47,1,MG,MG
0,12,2,3,8.9175,89.0,25.85,1,SP,SP
0,10,6,11,24.19361111111111,229.0,18.85,1,MG,SP
0,16,3,5,66.13694444444444,129.99,18.16,1,MG,SP
0,11,6,12,0.1561111111111111,298.0,16.6,2,SP,SP
0,22,4,2,0.1816666666666666,38.0,10.96,1,SP,SP
0,18,0,10,0.85,16.9,10.96,1,SP,SP
0,16,2,1,0.1708333333333333,139.99,18.73,1,PR,SP
0,15,4,6,66.6925,137.28,23.0,2,SP,SP
1,6,1,8,20.996388888888887,89.9,21.43,1,AL,SP
0,10,2,12,0.3922222222222222,499.99,23.99,1,SP,RJ
0,12,0,6,0.2880555555555555,127.0,18.47,1,DF,RJ
0,15,3,3,0.1991666666666666,29.9,27.08,1,PR,MG
1,21,1,3,0.0,85.8,29.04,2,MG,SP
0,17,4,1,0.2336111111111111,297.0,20.01,3,MT,PR
0,11,3,3,0.0,29.0,10.96,1,SP,SP
0,16,5,1,0.1808333333333333,49.0,7.78,1,SP,SP
0,9,0,7,0.2344444444444444,50.0,17.6,1,PR,SP
0,9,5,1,0.1569444444444444,199.9,21.89,1,MG,SP
0,17,3,6,8.8675,349.9,28.99,1,ES,PR
0,22,3,11,0.35,210.9,13.82,1,SP,SP
0,17,0,8,0.1358333333333333,447.0,177.35,3,PA,SC
0,0,4,11,0.5283333333333333,88.9,11.83,1,SP,SP
0,15,2,8,0.16,98.0,13.03,1,SP,SP
0,14,3,2,0.3836111111111111,299.9,9.35,1,SP,SP
0,16,2,7,0.2133333333333333,56.85,34.2,1,RO,SP
0,14,0,5,2.0708333333333333,34.72,7.39,1,SP,SP
0,17,1,4,0.2052777777777777,51.99,16.33,1,PR,SP
0,14,4,7,24.161944444444444,19.99,7.78,1,SP,SP
0,13,3,2,0.265,99.9,13.72,1,SP,PR
0,14,2,6,12.213055555555556,59.9,14.5,1,SP,PR
1,20,0,4,0.7391666666666666,359.9,33.17,1,RJ,SC
0,15,1,8,13.459722222222222,169.9,20.38,1,MG,SP
0,19,3,8,0.3072222222222222,48.0,9.09,1,SP,SP
0,23,1,11,0.3913888888888889,150.0,9.86,1,SP,SP
0,14,1,8,0.2238888888888889,128.0,17.09,1,RJ,SP
0,9,6,3,0.2330555555555555,59.9,23.0,1,MG,SP
0,12,1,10,0.9225,19.9,15.1,1,RJ,SP
0,9,5,5,0.3633333333333333,186.0,54.03,3,DF,SP
0,22,3,11,0.3216666666666666,44.99,28.75,1,CE,SP
0,19,4,6,0.1736111111111111,29.9,21.15,1,MA,MG
1,15,1,8,23.934166666666663,99.0,52.7,1,MG,SP
0,13,5,12,0.1772222222222222,139.89,33.04,2,GO,SP
0,18,6,11,0.1633333333333333,72.62,12.85,1,SP,SP
0,21,6,6,31.880555555555556,67.9,37.85,1,RS,RJ
0,17,1,4,0.3572222222222222,303.94,35.94,2,SP,SP
0,9,0,2,49.16777777777778,325.0,13.77,1,SP,SP
0,21,3,7,0.2,29.9,8.96,1,SP,SP
0,12,1,7,23.883333333333333,149.9,27.35,1,PR,SP
0,19,5,10,0.3819444444444444,79.9,16.32,1,MG,SP
0,22,5,1,0.1527777777777778,126.9,32.21,1,PA,SC
1,8,1,12,2.1908333333333334,97.0,15.43,1,RJ,SP
0,14,1,9,12.922777777777778,89.9,14.38,1,ES,SP
0,17,3,10,0.3072222222222222,69.9,17.06,1,MG,RS
0,22,4,11,2.8619444444444446,19.9,9.27,1,SP,SP
0,10,1,6,15.689166666666669,22.0,11.85,1,SP,SP
0,11,2,4,0.1902777777777777,738.0,24.14,1,SP,RJ
0,12,1,4,13.967777777777778,239.0,58.21,1,RS,SP
0,8,5,3,0.2369444444444444,169.0,12.52,1,RS,RS
0,19,5,5,0.4136111111111111,152.0,9.45,1,SP,SP
0,16,1,8,10.251388888888888,136.2,28.12,2,SP,SP
0,17,3,2,0.3655555555555556,55.0,15.83,1,BA,SP
0,0,4,11,0.3769444444444444,49.0,17.67,1,RS,SP
0,10,4,8,0.2625,52.9,14.68,1,SP,SP
0,11,3,1,0.3138888888888889,26.99,7.78,1,SP,SP
0,12,5,2,0.3391666666666666,45.9,15.11,1,MG,SP
0,20,4,6,23.930555555555557,99.0,9.51,1,SP,SP
0,19,6,6,0.4183333333333333,88.0,13.06,1,SP,SP
0,23,4,11,3.0405555555555557,315.0,61.56,1,SC,SC
0,13,0,1,0.2727777777777778,688.0,16.32,1,SP,SP
0,14,1,8,0.1777777777777777,119.9,17.03,1,SP,MG
0,16,2,5,1.0066666666666666,94.9,12.98,1,MG,SP
0,8,4,4,0.1586111111111111,272.8,82.26,2,SP,SP
0,18,6,5,0.3477777777777778,29.99,15.16,1,CE,SP
0,23,0,6,0.2141666666666666,89.98,14.77,2,SP,SP
0,15,5,7,128.5102777777778,19.9,8.3,1,SP,SP
0,13,3,6,0.44,3198.0,58.14,2,SP,PR
0,7,0,4,22.50111111111111,13.65,7.39,1,SP,SP
0,13,5,9,0.2227777777777777,99.7,17.14,1,MS,MG
0,15,4,11,0.3730555555555555,114.9,13.82,1,SP,SP
0,14,1,5,0.2025,329.9,51.61,1,AL,MG
0,20,6,12,0.1475,39.99,8.72,1,SP,SP
0,18,4,11,3.120277777777778,129.99,20.15,1,MT,SP
0,2,0,3,0.0,48.0,14.52,1,SC,SP
0,14,1,3,0.2638888888888889,23.7,8.29,1,SP,SP
0,19,0,1,0.2191666666666666,148.0,12.54,1,SP,SP
0,17,1,11,0.2141666666666666,69.99,9.34,1,SP,SP
0,23,6,11,0.3194444444444444,59.9,16.99,1,RJ,PR
0,13,5,3,0.93,60.72,12.87,1,SP,SP
0,13,2,10,0.2422222222222222,59.0,14.16,1,RJ,SP
0,22,3,2,27.993055555555557,49.99,14.52,1,RJ,SP
0,23,0,8,0.1688888888888889,119.9,17.03,1,RJ,SP
0,22,2,7,0.1538888888888888,630.0,43.34,1,RS,SP
0,9,2,6,41.01972222222222,149.97,90.45,3,MG,SP
0,20,2,7,6.937222222222222,49.99,7.61,1,SP,SP
0,16,6,3,35.261944444444445,49.9,26.43,1,RS,SP
0,12,6,8,0.1330555555555555,35.99,19.59,1,MG,PR
0,17,4,2,0.1755555555555555,358.98,30.02,2,DF,SP
0,11,4,2,0.3488888888888889,24.9,14.1,1,RJ,SP
0,11,5,5,0.1480555555555555,56.99,8.72,1,SP,SP
